DKB-0029,Francaise,brown stripe,S,50000,,DRESS KATUN,B
DKB-0032,NO BRAND 9,MOTIF,M,50000,,DRESS KATUN,B
DKB-0037,A.V.V STANDARD,GREY,M,50000,,DRESS KATUN,B
DKB-0046,NO BRAND 11,GREY,L,50000,,DRESS KATUN,B
DKB-0047,EF-DE,BROWN ,M,50000,,DRESS KATUN,B
DKB-0048,MAISON DE PLAGE,GREY,L,50000,,DRESS KATUN,B
DKB-0049,BURETTE CLUB,MOTIF,M,50000,,DRESS KATUN,B
DKB-0053,NO BRAND 12,STRIPE,M,50000,,DRESS KATUN,B
DKB-0056,SUNNY CLOUDS,GREY,L,50000,,DRESS KATUN,B
DKB-0057,CLOSE UP,MOTIF,M,50000,,DRESS KATUN,B
DKB-0058,LYNN,YELLOW,M,50000,,DRESS KATUN,B
DKB-0062,KHALITA,BLACK,M,50000,,DRESS KATUN,B
DKB-0063,KOREAN BRAND,NAVY,M,50000,,DRESS KATUN,B
DKB-0065,SORSA,NAVY,XL,50000,,DRESS KATUN,B
DKB-0066,XLO BRAND ,GREY,M,50000,,DRESS KATUN,B
DKB-0067,A.V.V STANDARD,GREY NAVY,M,50000,,DRESS KATUN,B
DKB-0068,W CLOSET WEARS INC,MOTIF,M,50000,,DRESS KATUN,B
DKB-0069,LBC,MOTIF,L,50000,,DRESS KATUN,B
DKB-0070,MAMMY LUNA ,MOTIF,M,50000,,DRESS KATUN,B
DKB-0071,ROPI PICNIC,BLACK,M,50000,,DRESS KATUN,B
DKB-0072,MIMI COLLECTION,MOTIF,XL,50000,,DRESS KATUN,B
DKB-0073,S_COLLECTION ,BLACK,S,50000,,DRESS KATUN,B
DKB-0074,BECKY,BLACK,S,50000,,DRESS KATUN,B
DKB-0075,HAPPY MAIL,MOTIF,M,50000,,DRESS KATUN,B
DKB-0076,VALLEY GIRL,PEACH,M,50000,,DRESS KATUN,B
DKB-0077,MIGNON,MOTIF,M,50000,,DRESS KATUN,B
DKB-0078,SLOBE,ARMY,M,50000,,DRESS KATUN,B
DKB-0079,ROSE TIARA,MOTIF,M,50000,,DRESS KATUN,B
DKB-0082,NICE CLAUP,GREY,M,50000,,DRESS KATUN,B
DKB-0083,PETITREITRE,NAVY,M,50000,,DRESS KATUN,B
DKB-0084,NO BRAND 16,MOTIF,M,50000,,DRESS KATUN,B
DKB-0085,ARTEMIS,GREY,M,50000,,DRESS KATUN,B
DKB-0086,SUPRE,TOSCA,XL,50000,,DRESS KATUN,B
DKB-0087,SANE'S ADDICTION,BLACK,M,50000,,DRESS KATUN,B
DKB-0088,AMY,MOTIF,M,50000,,DRESS KATUN,B
DKB-0090,90ANS,MOTIF,L,50000,,DRESS KATUN,B
DKB-0091,L'ESPORT,GREY,L,50000,,DRESS KATUN,B
DKB-0092,NO BRAND 18,MOTIF,S,50000,,DRESS KATUN,B
DKB-0093,TREND VIEW,WHITE,M,50000,,DRESS KATUN,B
DKB-0094,PLUS 2,STRIPE,M,50000,,DRESS KATUN,B
DKB-0095,SHOO LA FUE,GREY,M,50000,,DRESS KATUN,B
DKB-0096,DRUG STROR'S,GREY,M,50000,,DRESS KATUN,B
TFB-0000,NOW,pink,M,50000,,T'SHIRT FEMALE,B
TFB-0001,Anko,Mocca,M,50000,,T'SHIRT FEMALE,B
TFB-0002,GIVONI,Blue,M,50000,,T'SHIRT FEMALE,B
TFB-0003,CIRCUIT,Green white,M,50000,,T'SHIRT FEMALE,B
TFB-0004,Emerson,Blue,M,50000,,T'SHIRT FEMALE,B
TFB-0005,Anko,Black,M,50000,,T'SHIRT FEMALE,B
TFB-0006,Everyday,Black,XS,50000,,T'SHIRT FEMALE,B
TFB-0007,CINCIN,White,M,50000,,T'SHIRT FEMALE,B
TFB-0008,HOT ,pink stripe,M,50000,,T'SHIRT FEMALE,B
TFB-0009,Sara,Red,M,50000,,T'SHIRT FEMALE,B
TFB-0010,Assembly Label,White,M,50000,,T'SHIRT FEMALE,B
TFB-0011,anko,white,M,50000,,T'SHIRT FEMALE,B
TFB-0012,TITTY TWISTER,Orange,M,50000,,T'SHIRT FEMALE,B
TFB-0013,Favourites,orange,M,50000,,T'SHIRT FEMALE,B
TFB-0014,No Brand 1,Grey,M,50000,,T'SHIRT FEMALE,B
TFB-0015,Now,White,M,50000,,T'SHIRT FEMALE,B
TFB-0016,No Brand 2,Green,M,50000,,T'SHIRT FEMALE,B
TFB-0017,No Brand 3,Full Color,M,50000,,T'SHIRT FEMALE,B
TFB-0018,Sussan,Black,M,50000,,T'SHIRT FEMALE,B
TFB-0019,Millers,Green white,M,50000,,T'SHIRT FEMALE,B
TFB-0020,ACTIVE,pink,M,50000,,T'SHIRT FEMALE,B
TFB-0021,Sfera Basic,Blue Stripe,M,50000,,T'SHIRT FEMALE,B
TFB-0022,Ffafourites,Pink,M,50000,,T'SHIRT FEMALE,B
TFB-0023,DIVIDED,Pink,M,50000,,T'SHIRT FEMALE,B
