"NO","CODE","BRAND","COLOR","SIZE","PRICE","REMARK","CATEGORY","GRADE"
"29","DSA-0028","NO BRAND 8","MAROON FLOWER","M","120000","","DRESS SIFON","A"
"30","DSA-0029","EBUBA","DARK GREEN","M","120000","MEDIUM DRESS","DRESS SIFON","A"
"31","DSA-0030","E HYPHENWORLDGALERRY PEACE","DARK GREEN  FLOWER","M","120000","SLEEVELESS","DRESS SIFON","A"
"32","DSA-0031","BACK NUMBER","MOCCA","XL","120000","MEDIUM DRESS","DRESS SIFON","A"
"33","DSA-0032","LOVE MODOC","GREY STRIPE","M","120000","MEDIUM DRESS","DRESS SIFON","A"
"34","DSA-0033","NO BRAND 9","MOTIF FULL COLOR","M","120000","MEDIUM DRESS","DRESS SIFON","A"
"35","DSA-0034","RIENDA","BLACK WHITE POLKADOT","M","120000","MEDIUM DRESS","DRESS SIFON","A"
"36","DSA-0035","QUEEN BEE","STRIPE PURPLE","M","120000","KERAH MEDIUM DRESS","DRESS SIFON","A"
"37","DSA-0036","MB MINT BREEZE","BLACK MOTIF","L","120000","MEDIUM DRESS","DRESS SIFON","A"
"38","DSA-0037","GRACE CONTINENTAL","BLAC","M","120000","SLEEVELESS ADA PAYET","DRESS SIFON","A"
"39","DSA-0038","BY HITOSHI","MOTIF","M","140000","MEDIUM DRESS LENGAN PANJANG ","DRESS SIFON","A"
"40","DSA-0039","NO BRAND 10","MOTIF","M","160000","LONG DRESS","DRESS SIFON","A"
"41","DSA-0040","NO BRAND 11","NAVY","M","100000","SLEEVELESS","DRESS SIFON","A"
"42","DSA-0041","NO BRAND 12","MOTIF","M","140000","MEDIUM DRESS","DRESS SIFON","A"
"43","DSA-0042","GUESTGUST JOCONDE","WHITE","M","120000","MEDIUM DRESS","DRESS SIFON","A"
"44","DSA-0043","GRANS FILE","BLACK","M","100000","SLEEVELESS","DRESS SIFON","A"
"45","DSA-0044","NO BRAND 13","YELLOW FLOWER","L","100000","OUTER","DRESS SIFON","A"
"46","DSA-0045","INGNI","MOTIF FLOWER","M","180000","LONG DRESS","DRESS SIFON","A"
"47","DSA-0046","NO BRAND 14","BLACK MOTIF","M","100000","SLEEVLESS","DRESS SIFON","A"
"48","DSA-0047","VIVRE SA VIE","MAROON MOTIF","L","120000","MEDIUM DRESS","DRESS SIFON","A"
"49","DSA-0048","LOOKS","BLUE FLOWER","M","120000","LONG DRESS TRANSPARAT","DRESS SIFON","A"
"50","DSA-0049","SWALLOW","BLUE","M","100000","MINI DRESS","DRESS SIFON","A"
"51","DSA-0050","NO BRAND","NAVY WHITE","M","120000","","DRESS SIFON","A"
"52","DSA-0051","BOBO FASHION","BROKEN WHITE","M","120000","MEDIUM DRESS","DRESS SIFON","A"
"53","DSA-0052","A DAY IN THE LIFE","NAVY","M","120000","MEDIUM DRESS","DRESS SIFON","A"
"54","DSA-0053","PROPORTION","NAVY","M","120000","MINI DRESS","DRESS SIFON","A"
"1","DSB-0000","MAGGY SPORT","NAVY POLKADOT","S","80000","LENGAN PENDEK","DRESS SIFON","B"
"2","DSB-0001","NO BRAND 1","CREAM","M","80000","LENGAN PENDEK","DRESS SIFON","B"
"3","DSB-0002","CRACKSTEP","CREAM FLOWER","S","80000","DRESS LENGAN SLIP ","DRESS SIFON","B"
"4","DSB-0003","NO BRAND 3","HITAM POLKADOT","XL","80000","DRES LENGAN PANJANG","DRESS SIFON","B"
"5","DSB-0004","NO BRAND 4","CREAM FLOWER","L","80000","LENGAN SLIP","DRESS SIFON","B"
"6","DSB-0005","WALLAMANDA","PASTEL","L","80000","LENGAN SLIP","DRESS SIFON","B"
"7","DSB-0006","GLA MASTER","HITAM PUTIH ZEBRA","XL","80000","LENGAN PANJANG","DRESS SIFON","B"
"8","DSB-0007","BASE LA SARTORIA","NAVY POLKADOT","M","80000","TANPA LENGAN","DRESS SIFON","B"
"9","DSB-0008","JANISS","COKELAT","M","80000","LENGAN SLIP","DRESS SIFON","B"
"10","DSB-0009","NO BRAND 5","CREAM","L","80000","LENGAN PENDEK","DRESS SIFON","B"
"11","DSB-0010","CUTIE BLONDE","PUTIH HITAM","M","80000","JAMSUIT","DRESS SIFON","B"
"12","DSB-0011","PATTERN","PINK SOFT","M","80000","LENGAN SLIP","DRESS SIFON","B"
"13","DSB-0012","ROLLINA","BIRU LANGIT","S","80000","DRESS LENGAN PENDEK","DRESS SIFON","B"
"14","DSB-0013","TOPPIGEON","PUTIH MOTIF","L","80000","LONG DRESS LENGAN PANJANG","DRESS SIFON","B"
"15","DSB-0014","MAJESTIC LEGON","HITAM FLOWER","M","80000","DRES LENGAN PANJANG","DRESS SIFON","B"
"16","DSB-0015","BOUJELOUD","KUNING FLOWER","XL","80000","BLOUSE  LENGAN PENDEK","DRESS SIFON","B"
"17","DSB-0016","NO BRAND 6","UNGGU MOTIF","M","80000","DRESS LENGAN PENDEK","DRESS SIFON","B"
"18","DSB-0017","THE  BLESSED DAMOZEL","HITAM POLKADOT","M","80000","DRESS LENGAN PANJANG","DRESS SIFON","B"
"19","DSB-0018","MERCURY DUO","COKELAT POLKADOTM","XL","80000","DRESS LENGAN PENDEK ","DRESS SIFON","B"
"20","DSB-0019","NO BRAND 7","COKELAT ZEBRA","L","80000","DRESS LENGAN SLIP","DRESS SIFON","B"
"21","DSB-0020","NO BRAND 8","PUTIH HITAM","L","80000","DRESS LENGAN PENDEK","DRESS SIFON","B"
"22","DSB-0021","FROU","HITAM FLOWER","L","80000","DRESS LENGAN SLIP","DRESS SIFON","B"
"23","DSB-0022","AIN ANNIVERSARY NAISSNCE","NAVY COKELAT","L","80000","DRESS LENGAN PANJANG","DRESS SIFON","B"
"24","DSB-0023","PICCIN","HITAM PUTIH ZEBRA","M","80000","DRESS LENGAN PANJANG","DRESS SIFON","B"
"25","DSB-0024","WILLSELECTION","PUTIH HITAM","S","80000","LENGAN SLIP","DRESS SIFON","B"
"26","DSB-0025","DANLIN","HITAM","S","80000","LENGAN SLIP","DRESS SIFON","B"
"27","DSB-0026","CLOSE UP","GREY","M","80000","JAMSUIT LENGAN SLIP","DRESS SIFON","B"
"28","DSB-0027","SOIR BENIR","HITAM","M","80000","LENGAN PENDEK","DRESS SIFON","B"
"29","DSB-0028","L&B","CREAM","M","80000","LENGAN PENDEK","DRESS SIFON","B"
"30","DSB-0029","NEW LOOK","PIUTIH MOTIF","M","80000","LENGAN SLIP","DRESS SIFON","B"
"31","DSB-0030","ZEST ","HITAM MOTIF","L","80000","LENGAN PENDEK","DRESS SIFON","B"
"32","DSB-0031","FREDY REPIT","TOSKA","M","80000","LENGAN SLIP","DRESS SIFON","B"
"33","DSB-0032","CHIP CLIP","PUTIH TULANG","M","80000","DRESS TOPI","DRESS SIFON","B"
"34","DSB-0033","SHEENA DEL RAY ","PUTIH ZEBRA","S","80000","LENGAN SLIP","DRESS SIFON","B"
"35","DSB-0034","SWITCH","MOTIF","M","80000","LENGAN SLIP","DRESS SIFON","B"
"36","DSB-0035","REPLETE","CREAM","M","80000","LENGAN PENDEK ","DRESS SIFON","B"
"37","DSB-0036","COUTURE BROOCH","ABU-ABU MOTIF ","M","80000","LENGAN PENDEK","DRESS SIFON","B"
"38","DSB-0037","LUNACION","ABU-ABU MOTIF ","L","80000","OUTER  LENGAN PANJANG","DRESS SIFON","B"
"39","DSB-0038","HEALTHY KAREN","PUTIH FLOWER","L","80000","LENGAN SLIP","DRESS SIFON","B"
"40","DSB-0039","REASTERISK","CREAM","S","80000","LENGAN SLIP","DRESS SIFON","B"
"41","DSB-0040","RANG MUSEE","HITAM","M","80000","LENGAN SLIP","DRESS SIFON","B"
"42","DSB-0041","CHEE COLLECTION ","PUTIH POLKADOT","XL","80000","LENGAN PENDEK ","DRESS SIFON","B"
"43","DSB-0042","OUT RO SOL","HITAM","XL","80000","LENGAN SLIP ","DRESS SIFON","B"
"44","DSB-0043","BLACK NUMBER","HITAM MOTIF","F","80000","TANPA LENGAN","DRESS SIFON","B"
"45","DSB-0044","NO BRAND 10","CREAM POLKADOT","L","80000","LENGAN PANJANG","DRESS SIFON","B"
"46","DSB-0045","NUSNUSN","UNGGU MOTIF","M","80000","LENGAN SLIP","DRESS SIFON","B"
"47","DSB-0046","IIMK ","HITAM MOTIF","M","80000","LENGAN SLIP ","DRESS SIFON","B"
"48","DSB-0047","HAUT MONDE","UNGGU MOTIF","M","80000","LENGAN PENDEK","DRESS SIFON","B"
"49","DSB-0048","TOKYO STYLECA","TOSKA","S","80000","DRESS LENGAN SLIP","DRESS SIFON","B"
"50","DSB-0049","NO BRAND 11","TOSKA","S","80000","DRESS LENGAN SLIP","DRESS SIFON","B"
"51","DSB-0050","NO BRAND 12","COKELAT MOTIF","L","80000","LENGAN PENDEK","DRESS SIFON","B"
"52","DSB-0051","MARY ROSE","PUTIH POLKADOT","M","80000","LENGAN PENDEK","DRESS SIFON","B"
"53","DSB-0052","NO BRAND 13","MERAH MOTIF","M","80000","LENGAN PANJANG","DRESS SIFON","B"
"54","DSB-0053","NO BRAND 14","COKELAT MOTIF","M","80000","LENGAN TANGGUNG ","DRESS SIFON","B"
"55","DSB-0054","NO BRAND 15","HITAM","M","80000","LENGAN SLIP","DRESS SIFON","B"
"56","DSB-0055","NO BRAND 16","PUTIH MOTIF","M","80000"," LENGAN PANJANG ","DRESS SIFON","B"
"57","DSB-0056","NO BRAND 17","GREY HITAM","M","80000","LENGAN PENDEK ","DRESS SIFON","B"
"58","DSB-0057","MAI PLAGE ","HITAM FLOWER","S","80000","LENGAN PANJANG","DRESS SIFON","B"
"59","DSB-0058","DELYLE","CREAM FLOWER","M","80000","DRESS TANPA LENGAN ","DRESS SIFON","B"
"60","DSB-0059","NO BRAND 18","UNGGU MOTIF","L","80000","DRESS LENGAN PENDEK","DRESS SIFON","B"
"61","DSB-0060","CREED CO LTD","HITAM FLOWER","L","80000","DRESS LENGAN SLIP","DRESS SIFON","B"
"62","DSB-0061","AMICAL","PUTIH ABU-ABU","M","80000","DRESS LENGAN PANJANG","DRESS SIFON","B"
"63","DSB-0062","MICHEL KLEIN","COKELAT MUDA ","M","80000","DRESS LENGAN SLIP","DRESS SIFON","B"
"64","DSB-0063","ARROW","ORANGE MOTIF","M","80000","DRESS LENGAN SLIP","DRESS SIFON","B"
"65","DSB-0064","PEYTON PLACE","PINK FLOWER","L","80000","LONG DRESS LENGAN PANJANG","DRESS SIFON","B"
"66","DSB-0065","PINKY & DINNENE","HITAM MOTIF","M","80000","DRESS LENGAN SLIP","DRESS SIFON","B"
"67","DSB-0066","SETAICHIRO","HIJAU MOTIF","M","80000","DRESS LENGAN PANJANG ","DRESS SIFON","B"
"68","DSB-0067","ATOP","COKELAT","M","80000","DRESS LENGAN SLIP","DRESS SIFON","B"
"69","DSB-0068","RADARISTA","MOTIF","L","80000","DRESS LENGAN PENDEK","DRESS SIFON","B"
"70","DSB-0069","NO BRAND 19","PUTIH MOTIF","L","80000","DRESS LENGAN SLIP","DRESS SIFON","B"
"4","JDB-0003","NO BRAND 1","DARK GREEN","M","100000","","DENIM","B"
"5","JDB-0004","F CAMINO","CREAM","M","100000","","DENIM","B"
"7","JDB-0006","TRIBE VINTAGE","BLUE","L","100000","","DENIM","B"
"8","JDB-0007","EVEX","BLACK","L","100000","","DENIM","B"
"9","JDB-0008","NO BRAND 3","BLUE","M","100000","","DENIM","B"
"11","JDB-0010","NO BRAND 4","DARK BLUE","L","100000","","DENIM","B"
"12","JDB-0011","56 SECTION","WHITE","M","100000","","DENIM","B"
"19","JDB-0018","LIGMELO","BLUE","M","100000","","DENIM","B"
"28","JDB-0027","JUDE BLOOM","OLD BLUE","L","100000","","DENIM","B"
"32","JDB-0031","CHIME","OLD BLUE","M","100000","","DENIM","B"
"33","JDB-0032","SIMPLE LIFE","OLD BLUE","M","100000","","DENIM","B"
"35","JDB-0034","AVAIL","OLD BLUE","L","100000","","DENIM","B"
"38","JDB-0037","NO BRAND 6","OLD BLUE","M","100000","","DENIM","B"
"39","JDB-0038","NO BRAND 7","OLD BLUE","S","100000","","DENIM","B"
"40","JDB-0039","NO BRAND 8","BLACK","M","100000","","DENIM","B"
"41","JDB-0040","GAP","WHITE","M","100000","","DENIM","B"
"42","JDB-0041","KUU","BLUE","M","100000","","DENIM","B"
"43","JDB-0042","OZOC","BLACK","M","100000","","BLAZER","B"
"44","JDB-0043","GAMINERIE","NAVY","M","100000","","DENIM","B"
"45","JDB-0044","JILL STUART","LIGHT BLUE","S","100000","","DENIM","B"
"49","JDB-0048","EAST BOY","LIGHT BLUE","S LEDIES","100000","","DENIM","B"
"50","JDB-0049","APPLE","MOCA BLUE","M","100000","","DENIM","B"
"53","JDB-0052","LIFE IN PROGRESS","LIGHT BLUE","XS","100000","","DENIM","B"
"54","JDB-0053","U.T.D","LIGHT BLUE","S","100000","","DENIM","B"
"55","JDB-0054","BANANA  REPUBLIC","BLUE","XS","100000","","DENIM","B"
"56","JDB-0055","SUGAR CANE","LIGHT ORANGE","M","100000","","DENIM","B"
"62","JDB-0061","VIVAYOU","LIGHT BLUE","S","100000","","DENIM","B"
"63","JDB-0062","BROWNY","BLUE ","L","100000","","DENIM","B"
"64","JDB-0063","GU","RED","M","100000","","DENIM","B"
"65","JDB-0064","NO BRAND 11","ARMY","M","120000","","DENIM","B"
"66","JDB-0065","GEORGIA","BLACK","M","120000","","PARKA","B"
"67","JDB-0066","INGNI","GREEN","M","120000","","PARKA","B"
"68","JDB-0067","EGOIST","GREEN","S","120000","","PARKA","B"
"69","JDB-0068","FOX FINDER","BROWN","XL","120000","","DENIM","B"
"70","JDB-0069","INTHEATTIC","RED","L","120000","","DENIM","B"
"71","JDB-0070","SPLENDID","GREEN","LL","120000","","PARKA","B"
"72","JDB-0071","MILITARY","GREEN","S","120000","","PARKA","B"
"73","JDB-0072","NO BRAND 12","ARMY","M","120000","","PARKA","B"
"74","JDB-0073","INGNI","GREEN","M","120000","","PARKA","B"
"75","JDB-0074","H.N.C","GREEN","M","120000","","PARKA","B"
"76","JDB-0075","CECIL MCBEE","ARMY","M","120000","","PARKA","B"
"77","JDB-0076","IKKA","BLUE","M","120000","","PARKA","B"
"78","JDB-0077","BEGUM","GREEN","M","120000","","PARKA","B"
"79","JDB-0078","LUCY","GREEN","S","120000","","PARKA","B"
"80","JDB-0079","ROPE PICNIC","GREEN","38/M","120000","","PARKA","B"
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
